generated_id,n_nodes,n_edges,chromatic_number,edge_list,adjacency_upper_triangular
772,16,84,9,0-1;0-2;0-3;0-5;0-7;0-8;0-9;0-10;0-11;0-13;0-15;1-3;1-5;1-7;1-8;1-9;1-10;1-11;1-15;2-3;2-4;2-5;2-7;2-8;2-10;2-12;2-13;2-15;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;3-14;3-15;4-5;4-7;4-12;4-13;4-14;4-15;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;5-14;5-15;6-7;6-8;6-11;6-12;6-14;6-15;7-8;7-9;7-10;7-11;7-12;7-13;7-14;7-15;8-10;8-11;8-15;9-12;9-13;9-15;10-15;11-15;12-13;12-14;12-15;13-14;13-15;14-15,"1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1"
773,16,84,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;0-14;0-15;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;1-13;1-14;1-15;2-3;2-4;2-5;2-6;2-8;2-9;2-13;2-15;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;3-14;3-15;4-5;4-6;4-7;4-13;4-14;4-15;5-8;5-9;5-11;5-13;5-15;6-7;6-8;6-10;6-12;6-13;6-14;7-12;7-13;7-14;8-12;8-13;9-11;9-13;9-15;10-11;10-12;10-13;10-14;11-13;11-14;12-13;12-14;13-14;13-15,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0"
774,16,84,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;0-14;0-15;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;1-13;1-14;1-15;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;2-13;2-14;2-15;3-4;3-5;3-8;3-10;3-11;4-5;4-8;4-10;4-11;4-13;4-15;5-6;5-8;5-9;5-10;5-12;6-7;6-8;6-9;6-10;6-12;6-14;7-9;7-10;7-12;7-13;8-10;8-11;8-14;8-15;9-10;9-12;10-11;10-12;10-13;10-14;10-15;11-14;11-15;12-13;12-14;13-15,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0"
775,16,84,9,0-4;0-5;0-6;0-7;0-10;0-12;0-14;0-15;1-3;1-4;1-6;1-7;1-8;1-9;1-11;1-12;1-14;1-15;2-5;2-6;2-7;2-10;2-12;2-13;2-14;2-15;3-5;3-6;3-7;3-9;3-12;3-14;3-15;4-6;4-7;4-9;4-10;4-11;4-12;4-14;4-15;5-6;5-7;5-10;5-12;5-14;5-15;6-7;6-8;6-9;6-10;6-11;6-12;6-13;6-14;6-15;7-8;7-9;7-10;7-11;7-12;7-13;7-14;7-15;8-9;8-11;8-12;8-13;8-14;9-11;9-12;9-13;9-14;10-12;10-13;10-14;10-15;11-12;11-14;12-13;12-14;12-15;13-14;14-15,"0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1"
776,16,84,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;0-14;0-15;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;1-13;1-14;1-15;2-6;2-7;2-9;2-10;2-11;2-14;2-15;3-4;3-6;3-8;3-9;3-12;3-13;3-14;3-15;4-6;4-8;4-12;4-13;4-14;5-6;5-8;5-10;5-11;5-13;5-14;6-7;6-8;6-9;6-10;6-11;6-12;6-13;6-14;6-15;7-9;7-11;7-12;7-14;8-13;8-14;9-10;9-11;9-12;9-14;9-15;10-11;10-14;11-12;11-14;12-13;12-14;13-14;13-15;14-15,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1"
777,16,84,9,0-1;0-2;0-3;0-4;0-6;0-7;0-9;0-12;0-13;0-14;0-15;1-2;1-3;1-4;1-5;1-9;1-11;1-12;1-14;1-15;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;2-13;2-14;2-15;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;3-14;3-15;4-5;4-7;4-10;4-11;4-14;4-15;5-10;5-11;5-14;5-15;6-7;6-9;6-12;6-13;6-14;6-15;7-11;7-14;7-15;8-10;8-11;8-12;8-13;8-14;8-15;9-12;9-14;9-15;10-11;10-14;10-15;11-14;11-15;12-13;12-14;12-15;13-14;13-15;14-15,"1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1"
778,16,84,9,0-4;0-5;0-8;0-10;0-11;0-12;0-13;0-14;0-15;1-5;1-6;1-8;1-9;1-12;1-13;1-14;1-15;2-6;2-7;2-9;2-10;2-11;2-12;2-13;2-14;2-15;3-7;3-8;3-9;3-10;3-11;3-13;3-14;3-15;4-7;4-10;4-11;4-12;4-13;4-14;4-15;5-8;5-9;5-12;5-13;5-14;5-15;6-10;6-11;6-12;6-13;6-14;6-15;7-9;7-10;7-11;7-12;7-13;7-14;7-15;8-10;8-11;8-12;8-13;8-14;8-15;9-13;9-14;9-15;10-11;10-12;10-13;10-14;10-15;11-12;11-13;11-14;11-15;12-13;12-14;12-15;13-14;13-15;14-15,"0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
779,16,84,9,0-1;0-3;0-4;0-5;0-6;0-7;0-9;0-13;0-14;0-15;1-3;1-4;1-7;1-9;1-11;1-14;1-15;2-4;2-5;2-6;2-7;2-9;2-10;2-11;2-12;2-13;2-15;3-4;3-5;3-7;3-9;3-10;3-13;3-15;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;4-13;4-14;4-15;5-6;5-7;5-8;5-9;5-10;5-12;5-13;5-15;6-7;6-11;6-13;6-15;7-8;7-9;7-10;7-11;7-12;7-13;7-14;7-15;8-9;8-12;8-13;8-14;8-15;9-10;9-12;9-13;9-14;9-15;10-13;10-15;11-12;11-14;11-15;12-13;12-15;13-15;14-15,"1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1"
780,16,84,9,0-1;0-2;0-3;0-5;0-6;0-7;0-10;0-13;0-14;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-14;1-15;2-3;2-5;2-6;2-8;2-10;2-14;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;3-14;3-15;4-5;4-6;4-9;4-10;4-11;4-14;5-6;5-7;5-8;5-9;5-10;5-14;5-15;6-7;6-8;6-9;6-10;6-11;6-12;6-13;6-14;6-15;7-10;7-11;7-13;7-14;7-15;8-9;8-10;8-12;8-14;8-15;9-10;9-12;9-14;10-11;10-12;10-13;10-14;10-15;11-12;11-13;11-14;12-13;12-15;13-14,"1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0"
781,16,84,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-10;0-13;0-14;0-15;1-2;1-3;1-4;1-5;1-6;1-7;1-9;1-10;1-12;1-13;1-14;1-15;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;2-13;2-14;2-15;3-4;3-5;3-7;3-8;3-9;3-12;3-13;4-5;4-6;4-7;4-12;4-13;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;5-14;5-15;6-7;6-10;6-13;7-8;7-10;7-13;7-14;7-15;8-10;8-11;8-13;9-11;9-12;9-13;9-14;10-11;10-13;10-15;11-12;11-13;11-15;12-13;13-14;13-15;14-15,"1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1"
782,16,84,9,0-1;0-3;0-4;0-7;0-10;0-11;0-12;0-15;1-3;1-7;1-8;1-10;1-11;1-12;1-15;2-3;2-5;2-6;2-7;2-9;2-11;2-12;2-13;2-14;2-15;3-7;3-9;3-11;3-13;3-15;4-5;4-6;4-7;4-10;4-11;4-12;4-14;4-15;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;5-14;5-15;6-7;6-8;6-9;6-10;6-11;6-12;6-13;6-14;6-15;7-8;7-9;7-10;7-11;7-12;7-13;7-14;7-15;8-9;8-11;8-12;8-15;9-11;9-12;9-15;10-11;10-12;10-13;10-15;11-12;11-13;11-14;11-15;12-14;12-15;13-15;14-15,"1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1"
783,16,84,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;0-14;0-15;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;1-13;1-14;1-15;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-13;2-14;2-15;3-6;3-8;3-9;3-12;3-13;3-15;4-5;4-6;4-7;4-8;4-10;4-11;4-12;4-14;4-15;5-7;5-8;5-9;5-11;5-12;5-13;6-7;6-8;6-10;6-15;7-8;7-10;7-11;7-12;7-14;7-15;8-9;8-10;8-11;8-12;8-13;8-14;8-15;9-10;9-13;11-13;11-14;12-15;14-15,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1"
784,16,84,9,0-2;0-3;0-4;0-5;0-7;0-8;0-11;0-12;0-13;0-15;1-2;1-3;1-5;1-8;1-11;1-12;1-14;1-15;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;2-13;2-14;2-15;3-4;3-5;3-6;3-7;3-8;3-10;3-11;3-12;3-15;4-8;4-10;4-11;4-13;4-15;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-14;5-15;6-7;6-8;6-9;6-10;6-11;6-15;7-8;7-11;7-15;8-9;8-10;8-11;8-12;8-13;8-14;8-15;9-10;9-11;9-13;9-14;10-11;10-14;10-15;11-12;11-13;11-14;11-15;12-13;12-15;13-14,"0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0"
785,16,84,9,0-1;0-2;0-4;0-6;0-7;0-10;0-12;0-15;1-2;1-3;1-5;1-6;1-7;1-9;1-10;1-11;1-12;1-13;1-14;1-15;2-3;2-5;2-10;2-11;2-12;2-15;3-5;3-7;3-8;3-9;3-10;3-11;3-12;3-13;3-14;3-15;4-6;4-8;4-10;4-11;4-12;4-14;4-15;5-7;5-8;5-9;5-10;5-11;5-12;5-13;5-14;5-15;6-7;6-9;6-10;6-12;6-15;7-8;7-9;7-10;7-12;7-15;8-10;8-12;8-14;8-15;9-10;9-12;9-13;9-15;10-11;10-12;10-13;10-14;10-15;11-12;11-14;11-15;12-13;12-14;12-15;13-14;13-15;14-15,"1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1"
786,16,84,9,0-2;0-3;0-5;0-8;0-11;0-12;0-13;0-14;0-15;1-2;1-3;1-5;1-6;1-8;1-11;1-14;1-15;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;2-13;2-14;2-15;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;3-14;3-15;4-6;4-7;4-8;4-9;4-12;4-14;5-8;5-10;5-11;5-12;5-14;5-15;6-7;6-9;6-11;6-12;6-14;6-15;7-10;7-11;7-12;7-14;7-15;8-9;8-14;9-12;9-13;9-14;10-11;10-12;10-14;10-15;11-12;11-13;11-14;11-15;12-13;12-14;12-15;13-14;13-15;14-15,"0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1"
787,16,84,9,0-1;0-2;0-3;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;1-2;1-3;1-5;1-8;1-9;1-12;1-15;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;2-13;2-14;2-15;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;4-7;4-8;4-9;4-11;4-12;4-14;4-15;5-6;5-7;5-8;5-9;5-10;5-12;5-13;5-14;5-15;6-9;6-10;6-12;6-13;6-14;7-8;7-9;7-10;7-11;7-12;8-9;8-12;9-10;9-11;9-12;9-13;9-14;9-15;10-12;11-12;11-13;12-13;12-14;12-15;13-14;13-15;14-15,"1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1"
788,16,84,9,0-2;0-5;0-6;0-7;0-8;0-9;0-10;0-12;0-14;1-4;1-5;1-6;1-8;1-10;1-12;1-13;1-14;2-5;2-6;2-7;2-8;2-12;2-13;2-15;3-5;3-6;3-7;3-8;3-10;3-11;3-14;3-15;4-5;4-6;4-8;4-10;4-11;4-12;4-14;4-15;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;5-14;5-15;6-7;6-8;6-9;6-10;6-11;6-12;6-13;6-14;6-15;7-8;7-10;7-12;7-13;7-14;8-9;8-10;8-11;8-12;8-13;8-14;8-15;9-10;9-11;9-12;9-14;10-11;10-12;10-14;11-12;11-14;11-15;12-13;12-14;13-15,"0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0"
789,16,84,9,0-4;0-5;0-7;0-8;0-9;0-11;0-14;0-15;1-4;1-6;1-9;1-10;1-11;1-13;1-14;1-15;2-3;2-4;2-6;2-7;2-9;2-10;2-12;2-13;2-15;3-4;3-5;3-6;3-7;3-9;3-10;3-13;3-14;3-15;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;4-13;4-14;4-15;5-8;5-9;5-10;5-13;5-15;6-7;6-8;6-9;6-10;6-11;6-12;6-13;6-14;6-15;7-9;7-14;7-15;8-9;8-10;8-11;8-12;8-13;8-15;9-10;9-11;9-12;9-13;9-14;9-15;10-11;10-12;10-13;10-15;11-13;11-15;12-13;12-15;13-15;14-15,"0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1"
790,16,84,9,0-4;0-6;0-8;0-9;0-10;0-13;0-14;0-15;1-2;1-3;1-4;1-5;1-6;1-9;1-11;1-12;1-13;1-14;2-3;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;2-13;2-14;3-4;3-5;3-6;3-8;3-13;3-14;4-6;4-12;4-13;4-14;4-15;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;5-14;6-7;6-8;6-9;6-10;6-11;6-12;6-13;6-14;6-15;7-9;7-12;7-13;7-14;7-15;8-9;8-10;8-13;8-14;8-15;9-10;9-11;9-12;9-13;9-14;9-15;10-11;10-13;10-14;11-13;11-14;12-13;12-14;13-14;13-15;14-15,"0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1"
791,16,84,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;0-14;0-15;1-3;1-5;1-7;1-8;1-9;1-12;1-14;1-15;2-5;2-6;2-7;2-8;2-9;2-12;2-14;3-4;3-7;3-8;3-9;3-14;3-15;4-5;4-6;4-7;4-9;4-11;4-15;5-7;5-9;5-11;5-12;6-7;6-8;6-9;6-11;6-13;6-14;6-15;7-8;7-9;7-10;7-11;7-12;7-13;7-14;7-15;8-9;8-10;8-12;8-13;8-14;8-15;9-10;9-11;9-12;9-13;9-14;9-15;10-12;10-13;10-14;10-15;11-13;11-15;12-14;12-15;13-14;13-15;14-15,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1"
792,16,84,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;0-14;0-15;1-2;1-3;1-6;1-7;1-8;1-10;1-11;1-12;1-14;2-3;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;2-13;2-15;3-5;3-6;3-7;3-8;3-9;3-11;3-13;3-14;3-15;4-5;4-6;4-8;4-10;4-12;4-14;4-15;5-6;5-7;5-8;5-9;5-14;5-15;6-7;6-8;6-9;6-10;6-11;6-12;6-13;6-14;6-15;7-8;7-9;7-11;7-13;7-14;7-15;8-9;8-10;8-11;8-12;8-13;8-14;8-15;9-11;10-12;10-13;11-12;13-15,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0"
793,16,84,9,0-1;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-14;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;1-13;1-14;1-15;2-3;2-5;2-11;2-12;2-13;2-14;2-15;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;3-14;3-15;4-8;4-9;4-12;4-14;4-15;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;5-14;6-8;6-9;6-11;6-14;7-8;7-9;7-10;7-14;7-15;8-9;8-10;8-11;8-12;8-14;9-14;9-15;10-13;10-14;11-12;11-14;12-13;12-14;13-14;13-15;14-15,"1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1"
794,16,84,9,0-1;0-2;0-6;0-7;0-8;0-9;0-10;0-11;0-14;0-15;1-2;1-3;1-6;1-8;1-9;1-11;1-14;1-15;2-3;2-5;2-6;2-8;2-9;2-10;2-11;2-12;2-13;2-14;2-15;3-6;3-8;3-9;3-11;3-13;3-14;4-5;4-6;4-7;4-9;4-10;4-11;4-13;4-15;5-6;5-8;5-9;5-11;5-12;5-13;5-14;6-7;6-8;6-9;6-10;6-11;6-12;6-13;6-14;6-15;7-8;7-9;7-11;7-13;7-14;8-9;8-11;8-12;8-13;8-14;9-10;9-11;9-12;9-13;9-14;9-15;10-11;10-12;10-15;11-12;11-13;11-14;11-15;12-14;13-14,"1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0"
